08/08/2021 00:46:55|INFO    |root                            |BAZARR Finished searching for missing Series Subtitles. Check History for more information.|
08/08/2021 02:32:09|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107cd87760>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:32:25|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad211c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:32:57|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5af40>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:32:58|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5de50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:33:02|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5dc10>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:33:10|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5d970>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:33:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8ce50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:33:59|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8cca0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:33:59|WARNING |retry.api                       |HTTPConnectionPool(host='s102.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8caf0>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:34:04|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8c520>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:34:08|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8c700>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:34:16|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8c460>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:34:33|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5dd00>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:35:05|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5da60>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:35:05|WARNING |retry.api                       |HTTPConnectionPool(host='s102.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5de20>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:35:10|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5a430>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:35:15|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b32d490>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:35:23|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b2994c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:35:39|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107cd87550>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:36:11|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107adee5e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:36:12|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8cd00>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:36:16|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8cf40>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:36:24|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8c430>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:36:40|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac667c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:37:13|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac666d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:37:13|WARNING |retry.api                       |HTTPConnectionPool(host='s4.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac66070>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:37:18|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107cd875b0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:37:22|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107cd87ca0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:37:31|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ad21700>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:37:47|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5a610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:38:19|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c2ed4c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:38:19|WARNING |retry.api                       |HTTPConnectionPool(host='s4.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac8c310>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:38:25|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5da30>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:38:29|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac5dbe0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:38:37|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac66910>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:38:53|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac66670>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:39:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac662e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:39:37|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:49, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:39:48|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:49, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:39:58|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:49, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:40:07|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b222970>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:40:08|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 02:50, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:40:12|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c2ed400>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:40:20|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0de160>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:40:36|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b06f0a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:41:08|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e05e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:41:09|WARNING |retry.api                       |HTTPConnectionPool(host='s3.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0550>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:41:14|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0a60>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:41:18|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0be0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:41:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0d90>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:41:43|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0f40>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:42:15|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75130>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:42:15|WARNING |retry.api                       |HTTPConnectionPool(host='s3.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab752e0>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:42:20|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e02b0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:42:25|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0370>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:42:33|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e01f0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:42:49|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b44fbe0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:43:21|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dcf10>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:43:22|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dc970>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:43:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dc640>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:43:34|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dc520>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:43:50|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dc370>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:44:23|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dc610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:44:23|WARNING |retry.api                       |HTTPConnectionPool(host='s103.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0de490>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:44:28|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dc1c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:44:32|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b06f3a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:44:41|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e00a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:44:57|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e02e0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:45:29|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0640>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:45:29|WARNING |retry.api                       |HTTPConnectionPool(host='s103.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0580>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:45:35|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0de190>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:45:39|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75430>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:45:47|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:46:03|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab757c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:46:35|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75970>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:46:36|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75fd0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:46:40|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75520>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:46:48|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75b50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:47:05|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75910>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:47:37|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab75610>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:47:37|WARNING |retry.api                       |HTTPConnectionPool(host='s102.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab753a0>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:47:42|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0de100>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:47:47|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b381df0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:47:55|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0160>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:48:11|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e0640>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:48:43|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e01f0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:48:43|WARNING |retry.api                       |HTTPConnectionPool(host='s102.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0e03d0>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:48:49|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c0dcdc0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:48:53|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab701c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:49:01|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab70370>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:49:17|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab70520>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:49:50|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ab706d0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:50:02|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 03:00, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:50:12|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 03:00, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:50:22|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107c163ac0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:50:23|INFO    |root                            |Throttling opensubtitlescom for 10 minutes, until 21/08/08 03:00, because of: ProviderError. Exception info: 'Backend fetch failed'|
08/08/2021 02:50:26|WARNING |urllib3.connectionpool          |Retrying (Retry(total=8, connect=3, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107b01db50>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:50:34|WARNING |urllib3.connectionpool          |Retrying (Retry(total=7, connect=2, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ae3c100>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:50:51|WARNING |urllib3.connectionpool          |Retrying (Retry(total=6, connect=1, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac42940>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:51:23|WARNING |urllib3.connectionpool          |Retrying (Retry(total=5, connect=0, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac42910>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
08/08/2021 02:51:23|WARNING |retry.api                       |HTTPConnectionPool(host='s105.api.bsplayer-subtitles.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac42c10>: Failed to establish a new connection: [Errno 111] Connection refused')), retrying in 5 seconds...|
08/08/2021 02:51:28|WARNING |urllib3.connectionpool          |Retrying (Retry(total=9, connect=4, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f107ac42fa0>: Failed to establish a new connection: [Errno 111] Connection refused')': /|
